"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Sean Obi","C","6-9","250","SR","Kaduna, Nigeria"
"1","Anthony Cowan","G","6-0","170","SO","Bowie, MD"
"4","Kevin Huerter","G","6-7","190","SO","Clifton Park, NY"
"5","Dion Wiley","G","6-4","210","JR","Oxon Hill, MD"
"10","Darryl Morsell","G","6-4","205","FR","Baltimore, MD"
"11","Jared Nickens","G","6-7","205","SR","Monmouth Junction, NJ"
"12","Reese Mona","G","6-2","180","FR","La Plata, MD"
"13","Ivan Bender","F","6-9","228","JR","Capljina, Bosnia & Herzegovina"
"15","Michal Cekovsky","C","7-1","250","SR","Kosice, Czech Republic"
"20","Travis Valmon","G","6-1","175","SO","Rockville, MD"
"21","Justin Jackson","F","6-7","225","SO","Toronto, ON"
"23","Bruno Fernando","F","6-10","245","FR","Luanda, Angola"
"24","Andrew Terrell","G","5-10","190","JR","Indianapolis, IN"
"25","Alex Tostado","G","6-2","178","FR","Guadalajara, Mexico"
"33","Joshua Tomaic","F","6-9","220","FR","Lanzarote, Canary Islands"
