"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Devon Hall","G","6-5","207","JR","Virginia Beach, VA"
"2","Justice Bartley","G","6-5","212","SO","Lilburn, GA"
"5","Kyle Guy","G","6-3","165","FR","Indianapolis, IN"
"10","Trevon Gross Jr.","G","6-3","206","SO","Jackson, NJ"
"11","Ty Jerome","G","6-5","192","FR","New Rochelle, NY"
"12","De'Andre Hunter","G","6-7","212","FR","Philadelphia, PA"
"21","Isaiah Wilkins","F","6-7","225","JR","Lilburn, GA"
"25","Mamadi Diakite","F","6-9","214","FR","Conakry, Guinea"
"30","Jay Huff","F","6-11","215","FR","Durham, NC"
"33","Jack Salt","C","6-11","247","SO","Auckland, New Zealand"
