"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Preston Parks","G","6-1","175","FR","Greenville, SC"
"1","Frankie Johnson","G","5-9","150","FR","Darlington, SC"
"2","Quayson Williams","G","5-11","170","SO","Greensboro, NC"
"3","Matt Frierson","G","6-1","150","SO","Laurel, MD"
"4","Ezekiel Balogun","F","6-6","235","FR","Lagos, Nigeria"
"10","Leandro Allende","G","6-6","190","FR","Caguas, Puerto Rico"
"12","Chris Ross","G","6-2","170","FR","Dallas, TX"
"14","Aaron Washington","G","6-4","190","FR","Washington, DC"
"23","Kaelon Harris","G","6-4","225","FR","Tulsa, OK"
"24","Tyler Burgess","F","6-7","195","FR","Easley, SC"
"35","Zane Najdawi","F","6-7","205","SO","Midlothian, VA"
"50","Griffin Peevey","C","6-7","220","FR","Waco, TX"
